Dam_Name,Other_Dam_Name,State_ID,NID_ID,Num_Separate_Struct,Other_Structure_ID,Longitude,Latitude,Section,County,River,Owner_Name,Owner_Type,Private_Dam,Dam_Designer,Dam_Type,Core,Foundation,Primary_Purpose,All_Purposes,Year_Completed,Year_Modified,Dam_Length,Dam_Height,Structural_Height,Hydraulic_Height,NID_Height,Max_Discharge,Max_Storage,Normal_Storage,NID_Storage,Surface_Area,Drainage_Area,EAP,Inspection_Date,Inspection_Frequency,Spillway_Type,Spillway_Width,Outlet_Gates,Volume,Num_Locks,Length_Locks,Width_Locks,Permitting_Authority,Inspection_Authority,Enforcement_Authority,Jurisdictional_Dam,State_Reg_Dam,State_Reg_Agency,Fed_Funding,Fed_Design,Fed_Construction,Fed_Regulatory,Fed_Inspection,Fed_Operation,Fed_Owner,Fed_Other,Source_Agency,State,Submit_Date,Url_Address,Congress_Rep,Political_Party,Congress_District
OLD WATERWORKS,,3415,CA00103,0,,-122.2695,38.3203,"S.35,T.6N,R.4W",NAPA,TR NAPA RIVER,LEROY A YOUNG,Private,N,,Gravity,,R,Other,Other,1883,,215,42,NA,42,42,NA,28,28,28,1,NA,NR,40897,1,U,0,,1500,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Mike Thompson (D),D,CA05
ST. HELENA LOWER,,16.002,CA00148,0,,-122.4911,38.5073,"S.35,T.8N,R.6W",NAPA,TR NAPA RIVER,CITY OF ST. HELENA,Local Government,N,,Earth,,R,Water Supply,Water Supply,1878,,856,44,NA,42,44,1028,264,210,264,12,0.14,NR,40961,1,C,0,,30000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Mike Thompson (D),D,CA05
RUCKER LAKE,,02310-10-01,CA00369,1,,-120.658,39.3565,"S.8,T.17N,R.12E",NEVADA,RUCKER CREEK,PACIFIC GAS AND ELECTRIC COMPANY,Private,Y,,Earth,,,Hydroelectric,Hydroelectric,1856,,620,22,22,18,22,1400,648,660,660,69,1.8,Y,41149,1,U,60,,2500,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Doug LaMalfa (R),R,CA01
LAKE ALTA,,1030.007,CA00355,0,,-120.8166,39.2024,"S.35,T.16N,R.10E",PLACER,TR NFK AMERICAN R,PLACER COUNTY WATER AGENCY,Local Government,N,,Earth,,R,Irrigation,"Irrigation, Water Supply",1862,,955,22,NA,20,22,210,318,270,318,23,0.08,NR,40802,1,U,0,,20827,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
BLUE LAKE,,02310-09-01,CA00347,1,,-120.6363,39.3583,"S.9,T.17N,R.12E",NEVADA,RUCKER CREEK,PACIFIC GAS AND ELECTRIC COMPANY,Private,N,,Earth,,,Hydroelectric,Hydroelectric,1856,,282,21,25,21,25,253,1163,1200,1200,63,0.3,Y,41151,1,U,12,,2500,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Doug LaMalfa (R),R,CA01
LOWER FEELEY,CARR LAKE,02310-08-01,CA00363,1,,-120.6435,39.3991,"S.28,29,T.18N,R.12E",NEVADA,FALL CREEK - TR,PACIFIC GAS AND ELECTRIC COMPANY,Private,N,,Earth,,,Hydroelectric,Hydroelectric,1870,,185,19,19,15,19,340,150,150,150,16.9,0.5,NR,40371,1,U,40,,2000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Doug LaMalfa (R),R,CA01
UPPER PEAK LAKE,CASCADE LAKES,02310-15-01,CA00371,1,,-120.4354,39.3005,"S.32,T.17N,R.14E",PLACER,SOUTH YUBA RIVER - TR,PACIFIC GAS AND ELECTRIC COMPANY,Private,Y,,Earth,,,Hydroelectric,Hydroelectric,1850,,214,39,39,35,39,680,207,1730,1730,21.1,0.2,Y,41149,1,U,17,,6500,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Tom McClintock (R),R,CA04
DANHAUSER,,161,CA00487,0,,-120.4835,41.4119,"S.9,T.41N,R.13E",MODOC,TR SFK PIT RIVER,WILSON RANCHES,Private,N,,Earth,,S,Irrigation,"Irrigation, Water Supply",1890,0,3200,17,17,13,17,233,2458,1258,2458,208,1.5,NR,41067,1,U,0,,18920,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,USDA NRCS,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
PHOENIX,,550.007,CA00389,0,,-120.3273,37.9997,"S.28,T.2N,R.15E",TUOLUMNE,SULLIVAN CREEK,TUOLUMNE UTILITIES DISTRICT,Public Utility,N,,Earth,,S,Irrigation,"Irrigation, Water Supply",1880,,795,52,NA,48,52,8467,1275,455,1275,76,24.4,NR,40714,1,C,0,,28836,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Tom McClintock (R),R,CA04
BIDWELL LAKE,ROUND VALLEY RES,273,CA00530,0,,-120.9618,40.1136,"S.15,T.26N,R.9E",PLUMAS,NO CANYON CR,INDIAN VALLEY COMMUNITY SERVICE DISTRICT,Public Utility,N,,Earth,,RS,Irrigation,"Irrigation, Water Supply, Recreation",1865,,325,35,NA,30.69,35,2575,8325,5200,8325,487,8.93,NR,41121,1,C,0,,40000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
ROUND VALLEY,SNAG LAKE,00803-01-01,CA00346,1,,-121.455,40.073,"S.30,T.26N,R.5E",BUTTE,WEST BRANCH FEATHER RIVER,PACIFIC GAS AND ELECTRIC COMPANY,Private,Y,,Earth,IXZ,UZ,Hydroelectric,Hydroelectric,1877,,850,29.39,29,NA,29.39,1800,1200,1196,1200,96.26,2.3,NR,41114,2,U,40,,NA,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Doug LaMalfa (R),R,CA01
REDHAWK LAKE,CALAVERAS,82,CA00306,0,,-120.4944,38.3255,"S.36,T.6N,R.13E",CALAVERAS,NFK CALAVERAS RIV,CALAVERAS PU DISTRICT,Public Utility,N,,Earth,,S,Irrigation,"Irrigation, Water Supply",1882,,780,33,NA,28.1,33,NA,3160,2760,3160,80,2.5,NR,40995,1,U,0,,81000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Tom McClintock (R),R,CA04
LOWER PEAK LAKE MAIN,CASCADE LAKES,02310-16-01,CA00365,2,,-120.4398,39.3033,"S.30,T.17N,R.14E",PLACER,SOUTH YUBA RIVER - TR,PACIFIC GAS AND ELECTRIC COMPANY,Private,Y,,Earth,,,Hydroelectric,Hydroelectric,1860,,200,31,31,27.5,31,NA,484,480,484,33.3,1,Y,40371,1,N,55,,2000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Tom McClintock (R),R,CA04
LOWER LINDSEY,,02310-06-01,CA00364,1,,-120.6445,39.4119,"S.20,21,T.18N,R.12E",NEVADA,LINDSEY CREEK,PACIFIC GAS AND ELECTRIC COMPANY,Private,Y,,Earth,,,Hydroelectric,Hydroelectric,1870,,487,16,16,12.5,16,240,293,300,300,29,0.9,NR,40371,1,U,42,,2000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Doug LaMalfa (R),R,CA01
UNIVERSITY MOUND NORTH BASIN,,10.015,CA00131,0,,-122.4116,37.7256,"S.28,T.2S,R.5W",SAN FRANCISCO,OFFSTREAM,CITY & COUNTY OF SAN FRANCISCO,Local Government,N,,Earth,,R,Water Supply,Water Supply,1885,,2422,17,NA,15.6,17,NA,184,182,184,10,NA,NR,40974,1,U,0,,NA,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Nancy Pelosi (D),D,CA12
BRANHAM FLAT,,249.003,CA00524,0,,-120.5146,40.7289,"S.9,T.33N,R.13E",LASSEN,BRANHAM CREEK,"MAPES RANCH, INC",Private,N,,Earth,,RS,Irrigation,"Irrigation, Water Supply",1880,,200,20,NA,17.3,20,60,1550,1200,1550,125,8,NR,41107,1,U,0,,NA,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
LAGUNITAS,,33.002,CA00205,0,,-122.5963,37.9475,"S.11,T.1N,R.7W",MARIN,LAGUNITAS CREEK,MARIN MUN WATER DISTRICT,Public Utility,N,,Earth,,R,Water Supply,Water Supply,1872,,433,48,NA,42.5,48,1812,530,341,530,22,1.8,NR,40988,1,C,0,,85000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Jared Huffman (D),D,CA02
CUYAMACA,,56,CA00234,0,,-116.5862,32.9906,"S.5,T.14S,R.4E",SAN DIEGO,BOULDER CREEK,HELIX WATER DISTRICT,Public Utility,N,,Earth,,S,Irrigation,"Irrigation, Water Supply",1887,,665,40,NA,34.29,40,4536,17540,11740,17540,976,12,NR,40856,1,U,0,,31729,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Duncan Hunter (R),R,CA50
GEORGE REESE RESERVOIR,,225,CA00507,0,,-122.4634,40.5284,"S.20,T.31N,R.5W",SHASTA,TR TADPOLE CR,ARNOLD W SARGENT,Private,N,,Earth,,R,Irrigation,"Irrigation, Water Supply",1876,0,442,29,NA,25,29,270,280,195,280,22,0.22,NR,40554,1,U,0,,8200,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,USDA NRCS,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
LOWER BLUE LAKE,,00137-02-01,CA00380,1,,-119.9271,38.6088,"S.30,T.9N,R.19E",ALPINE,BLUE CREEK,PACIFIC GAS AND ELECTRIC COMPANY,Private,N,,Earth,,,Hydroelectric,Hydroelectric,1885,,1063,40,NA,NA,40,1150,5091,5090,5091,198,4.6,NR,40806,1,U,60,,NA,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Tom McClintock (R),R,CA04
LAKE STERLING,,02310-19-01,CA00359,1,,-120.4926,39.357,"S.10,11,T.17N,R.13E",NEVADA,FORDYCE CREEK - TR,PACIFIC GAS AND ELECTRIC COMPANY,Private,Y,,,,,Hydroelectric,Hydroelectric,1858,,228,32,33.5,31.19,33.5,400,1764,1730,1764,111.6,1,NR,40371,1,U,13,,3000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Doug LaMalfa (R),R,CA01
MORNING STAR RESERVOIR,BIG RESERVOIR,325,CA00546,0,,-120.7559,39.1427,"S.17,T.15N,R.11E",PLACER,NORTH FORBES CR,DE ANZA PLACER GOLD MINING CO,Private,N,,Earth,,R,Recreation,"Water Supply, Recreation",1870,,780,44,NA,40.39,44,1346,2065.4,1405.4,2065.4,56.3,1.8,NR,40764,1,C,0,,70000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Tom McClintock (R),R,CA04
WARD LAKE,,227.002,CA00508,0,,-120.4362,40.407,"S.5,T.29N,R.14E",LASSEN,TR SUSAN RIVER,R & H LEASING,Private,N,,Earth,,S,Other,Other,1889,,800,23,NA,19,23,12500,350,350,350,60,2,NR,40805,1,U,0,,2250,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
PILARCITOS,,10.008,CA00128,0,,-122.4232,37.5471,"S.33,T.4S,R.5W",SAN MATEO,PILARCITOS CRK,CITY & COUNTY OF SAN FRANCISCO,Local Government,N,,Earth,,R,Water Supply,Water Supply,1866,,520,103,NA,95.79,103,1330,3890,3100,3890,109,3.8,NR,40933,1,C,0,,371200,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Jackie Speier (D),D,CA14
MEADOW LAKE,,02310-18-01,CA00366,1,,-120.5011,39.4062,"S.14,15,22,23,27,T.18N,R.13E",NEVADA,FORDYCE CREEK - TR,PACIFIC GAS AND ELECTRIC COMPANY,Private,Y,,,,,Hydroelectric,Hydroelectric,1855,,940,38,38,33.6,38,1650,5656,4900,5656,140,5.5,NR,40771,1,U,45,,40000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Doug LaMalfa (R),R,CA01
"CHABOT, LAKE",,14.006,CA00145,0,,-122.2396,38.1405,"S.6,T.3N,R.3W",SOLANO,BLUE ROCK SPRGS CRK,CITY OF VALLEJO,Local Government,N,,Earth,,S,Flood Control,"Flood Control, Water Supply, Recreation",1870,,395,47,NA,30.5,47,1859,2684,504,2684,61,6.26,NR,40918,1,U,0,,75000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Mike Thompson (D),D,CA05
UPPER FEELEY,,02310-07-01,CA00370,1,,-120.638,39.4002,"S.28,T.18N,R.12E",NEVADA,FALL CREEK - TR,PACIFIC GAS AND ELECTRIC COMPANY,Private,Y,,Earth,,,Hydroelectric,Hydroelectric,1870,,210,23,23,19,23,280,739,730,739,56.3,0.4,NR,40371,1,U,32,,3000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Doug LaMalfa (R),R,CA01
UPPER ROCK LAKE MAIN,,02310-01-01,CA00372,2,,-120.6187,39.4302,"S.15,T.18N,R.12E",NEVADA,TEXAS CREEK,PACIFIC GAS AND ELECTRIC COMPANY,Private,N,,Earth,,,Hydroelectric,Hydroelectric,1855,,60,17,17,14.5,17,NA,180,190,190,0.06,0.1,NR,40371,1,N,0,,300,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Doug LaMalfa (R),R,CA01
KIDD LAKE MAIN,,02310-14-01,CA00354,2,,-120.4327,39.3107,"S.29,T.17N,R.14E",PLACER,SOUTH YUBA RIVER - TR,PACIFIC GAS AND ELECTRIC COMPANY,Private,N,,,,,Hydroelectric,Hydroelectric,1850,,449,35,42.5,39,42.5,1000,1505,1520,1520,86,0.5,Y,41149,1,U,37,,14000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Tom McClintock (R),R,CA04
MCBRIEN,,110,CA00459,0,,-120.698,41.4575,"S.27,T.42N,R.11E",MODOC,PIT RIVER,HAGGE RANCH INC,Private,N,,Buttress,,S,Irrigation,"Irrigation, Water Supply",1880,,74,12,NA,11,12,NA,1000,1000,1000,700,1087,NR,40918,1,C,0,,NA,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
BLAKELY,,53.002,CA00229,0,,-120.7078,38.7417,"S.12,T.10N,R.11E",EL DORADO,TR SFK AMERICAN R,EL DORADO IRRIGATION DISTRICT,Public Utility,N,,Earth,,S,Water Supply,Water Supply,1875,,700,19,NA,13,19,51,163,152,163,15,0.13,NR,41009,1,U,0,,20000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Tom McClintock (R),R,CA04
SAN ANDREAS,,10.01,CA00129,0,,-122.4128,37.5797,"S.16,T.4S,R.5W",SAN MATEO,TR SAN MATEO CR,CITY & COUNTY OF SAN FRANCISCO,Local Government,N,,Earth,,S,Water Supply,Water Supply,1870,,727,107,NA,97,107,4410,22985,19027,22985,550,4.4,NR,40933,1,U,0,,540000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Jackie Speier (D),D,CA14
CULBERTSON LAKE,,02310-03-01,CA00349,1,,-120.6234,39.4212,"S.15,16,T.18N,R.12E",NEVADA,TEXAS CREEK - TR,PACIFIC GAS AND ELECTRIC COMPANY,Private,N,,Earth,,,Hydroelectric,Hydroelectric,1852,,255,20,20,16,20,165,953,950,953,70,0.4,NR,40371,1,U,23,,2700,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Doug LaMalfa (R),R,CA01
LAKE FORDYCE,,02310-20-01,CA00357,1,,-120.4963,39.38,"S.34,T.18N,R.13E",NEVADA,FORDYCE CREEK,PACIFIC GAS AND ELECTRIC COMPANY,Private,N,,Rockfill,,,Hydroelectric,Hydroelectric,1873,,1220,145,136,133,145,17500,49903,46700,49903,772,31.7,Y,41150,1,C,148,T2;,425000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Doug LaMalfa (R),R,CA01
LAKE VALLEY,,02310-23-01,CA00361,2,,-120.5979,39.3002,"S.25,26,T.17N,R.12E",PLACER,NORTH FORK AMERICAN RIVER,PACIFIC GAS AND ELECTRIC COMPANY,Private,N,,Earth,,,Hydroelectric,Hydroelectric,1889,,1035,75,73,68,75,5200,7964,7700,7964,298,4.5,Y,41149,1,N,0,,100000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Doug LaMalfa (R),R,CA01
"TEMESCAL, LAKE",,29,CA00160,0,,-122.2312,37.848,"S.18,T.1S,R.3W",ALAMEDA,TEMESCAL CREEK,EAST BAY REG PARK DIST,Public Utility,N,,Earth,,S,Water Supply,Water Supply,1869,,650,116,NA,101.5,116,5800,443,200,443,15,2.7,NR,40970,1,U,0,,262292,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Barbara Lee (D),D,CA13
NELSON,,1.11,AZ00008,0,,-109.1944,34.0597,"S28,T8N,R30E",APACHE,NUTRIOSO CREEK,ARIZONA GAME & FISH DEPARTMENT,State,Y,,Earth,E,S,Recreation,Recreation,1890,,335,34,NA,34,34,2200,900,770,900,101,81,NR,40843,5,U,58,,NA,NA,0,NA,Y,Y,Y,Y,Y,Arizona Department of Water Resources,,,,USDA FS,USDA FS,,,,AZ,AZ,02\04\2013,NA,Ann Kirkpatrick (D),D,AZ01
BIG SUPAI TANK,,3.6,AZ00287,0,,-112.2697,35.2352,"S34,T22N,R1E",COCONINO,JOHNSON CREEK,"WARREN SMITH CONTRACTING, INC.",Private,N,,Earth,X,U,Other,Other,1882,,790,34.39,NA,34.39,34.39,NA,NA,55.5,55.5,8.6,2.18,NR,40276,5,N,0,,NA,NA,0,NA,Y,Y,Y,Y,Y,Arizona Department of Water Resources,,,,,,,,,AZ,AZ,02\04\2013,NA,Ann Kirkpatrick (D),D,AZ01
WALNUT CANYON,,3.16,AZ00218,0,,-111.4758,35.1661,"S31,T21N,R9E",COCONINO,WALNUT CREEK,WARREN AND JOAN SMITH,Private,Y,,Masonry,X,R,Irrigation,Irrigation,1881,,320,41,70,NA,70,NA,423,423,423,27,126,N,40837,1,N,0,,NA,NA,0,NA,Y,Y,Y,Y,Y,Arizona Department of Water Resources,,,,,,,,,AZ,AZ,02\04\2013,NA,Ann Kirkpatrick (D),D,AZ01
"CAMILLE, LAKE",,1.005,CA00003,0,,-122.2525,38.2775,"S.13,T.5N,R.4W",NAPA,TR TULUCAY CR,NAPA STATE HOSPITAL,State,N,,Earth,,S,Recreation,"Water Supply, Recreation",1880,,600,30,NA,28.69,30,900,47,47,47,3,0.1,NR,40891,1,U,0,,22000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Mike Thompson (D),D,CA05
EUREKA,,1.042,CA00031,0,,-120.713,39.7635,"S.23,T.22N,R.11E",PLUMAS,EUREKA CREEK,STATE DEPT OF PARKS AND REC,State,N,,Earth,,S,Recreation,"Water Supply, Recreation",1866,,410,29,NA,14.5,29,465,700,220,700,22,0.52,NR,40441,1,U,0,,NA,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
BUCKHORN LAKE #2,LOWER BUCKHORN,410102,CO01752,0,,-107.6472,38.3349,"S9 , T47N, R7W of New Mexico PM",MONTROSE,"UNCOMPAHGRE RIVER, TR&SP-TR",BUCKHORN MOUNTAIN RANCH,Private,N,,Earth,HEZ,RSZ,Irrigation,"Irrigation, Fire Protection, Stock, Or Small Fish Pond",1884,,90,30,30,30,30,385,299,155,299,24,0.27,NR,40340,6,N,10,U;S,8266,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Scott R. Tipton (R),R,CO03
HIGHLAND #2 (NORTH),,50323,CO02829,0,,-105.1383,40.2547,"S5 , T3N, R69W of Sixth PM",BOULDER,LITTLE THOMPSON RIVER-OS,HIGHLAND DITCH COMPANY,Private,N,,Earth,,,Irrigation,"Irrigation, Recreation, Fish and Wildlife Pond",1881,1927,5250,37,41,35,41,1500,4613,3713,4613,178,0.3,Y,40751,2,U,50,,NA,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Cory Gardner (R),R,CO04
BERGEN WEST DIKE,BERGEN #1,90235,CO02803,0,,-105.1558,39.6194,"S18 , T5S, R69W of Sixth PM",JEFFERSON,WEAVER GULCH,BERGEN DITCH & RESERVOIR COMPANY,Private,N,,Earth,,,Irrigation,"Irrigation, Recreation",1888,,500,25,20,15,25,100,505,373,505,26,0.33,Y,39162,6,U,92,,NA,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Jared Polis (D),D,CO02
GOLD LAKE #3,,50325,CO02838,0,,-105.4476,40.0828,"S3 , T1N, R72W of Sixth PM",BOULDER,BELL GULCH,LEFT HAND DITCH COMPANY,Private,N,,Earth,,,Fish and Wildlife Pond,"Irrigation, Recreation, Fish and Wildlife Pond",1879,,168,9,9,9,9,430,587,435,587,34,0.16,Y,39344,2,U,16,,NA,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Jared Polis (D),D,CO02
GOLD LAKE #2,,50324,CO02837,0,,-105.4471,40.0831,"S3 , T1N, R72W of Sixth PM",BOULDER,BELL GULCH,LEFT HAND DITCH COMPANY,Private,N,,Earth,,,Fish and Wildlife Pond,"Irrigation, Recreation, Fish and Wildlife Pond",1879,,300,19,19,19,19,430,587,435,587,34,0.16,Y,40820,2,U,16,,NA,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Jared Polis (D),D,CO02
HAYMES STORAGE,HAYMES,100135,CO82301,0,,-104.78,38.6533,,EL PASO,ROCK CREEK,FORT CARSON,Federal,N,UNK,Earth,X,U,Recreation,Recreation,1887,,1500,20,NA,22,22,NA,160,88,160,3,NA,Y,41113,4,U,0,1,NA,NA,0,NA,N,N,N,N,N,,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,CO,02\27\2013,NA,Doug Lamborn (R),R,CO05
WARREN LAKE,,30330,CO00852,0,,-105.0547,40.535,"S31 , T7N, R68W of Sixth PM",LARIMER,CACHE LA POUDRE,WARREN LAKE RESERVOIR CO.,Private,N,,Earth,,,Irrigation,"Irrigation, Recreation",1882,,4500,23,23,23,23,1045,2794,2185,2794,166,0.44,Y,40752,1,U,47,,57269,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Jared Polis (D),D,CO02
SLACK AND WEISS,,CO00000928,CO01005,0,,-106.3638,40.4366,"S3 , T5N, R80W of Sixth PM",JACKSON,NINEGAR CREEK-TR,MEYRING LIVESTOCK CO.,Private,Y,USDA NRCS,Earth,,,Irrigation,"Irrigation, Water Supply, Fire Protection, Stock, Or Small Fish Pond",1890,1959,420,14,22,14,22,414,212,137,212,15,0.31,NR,39687,6,U,10,,9853,NA,0,NA,Y,Y,Y,Y,Y,DWR,,USDA NRCS,,,,,,,CO,CO,02\04\2013,NA,Scott R. Tipton (R),R,CO03
KOENIG,"KOENIG LAKE, KING RESERVOIR, AMMONS LAKE",40133,CO01186,0,,-104.9328,40.391,"S19 , T5N, R67W of Sixth PM",WELD,BIG THOMPSON RIVER-OS,DAVID WAILES,Private,N,,Earth,,,Irrigation,Irrigation,1882,,900,9,9,9,9,100,100,100,100,27,0.43,NR,40381,6,N,75,,12001,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Cory Gardner (R),R,CO04
CLENNON,,50116,CO01203,0,,-104.9444,40.2541,"S1 , T3N, R68W of Sixth PM",WELD,ST. VRAIN CREEK-OS,"NEW DAY SUNRISE, LLC",Private,N,,Earth,,,Irrigation,Irrigation,1879,1991,2000,14,14,10,14,32,147,86,147,17,0.15,Y,41070,0,U,3,,58538,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Cory Gardner (R),R,CO04
MESA CREEK #3,"MESA LAKE, FISH LAKE",CO00001218,CO01040,0,,-108.0903,39.0455,"S35 , T11S, R96W of Sixth PM",MESA,MESA CREEK,MESA CREEK RES. CO.,Private,Y,USDA NRCS,Earth,HEZ,RSZ,Irrigation,"Irrigation, Recreation",1890,1970S,140,20,23,20,23,325,400,239,400,31,0.96,Y,41157,2,U,12,S1,3500,NA,0,NA,Y,Y,Y,Y,Y,DWR,,USDA NRCS,,,,,,,CO,CO,02\04\2013,NA,Scott R. Tipton (R),R,CO03
ST. MARY'S LAKE,GEO. R. STEWART RES.,70227,CO01188,0,,-105.6454,39.8326,"S35 , T2S, R74W of Sixth PM",CLEAR CREEK,SILVER CREEK-OS,COORS BREWING CO. LAND & WATER RESOURCES,Private,N,,Earth,,,Water Supply,"Irrigation, Water Supply, Fire Protection, Stock, Or Small Fish Pond",1889,"2000 - replace outlet, improved spillway",210,9,9,9,9,26,51,38,51,7,0.82,Y,40751,0,U,40,,1604,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Jared Polis (D),D,CO02
OLIGARCHY #1,BURCH LAKE,50230,CO01236,0,,-105.1917,40.1983,"S26 , T3N, R70W of Sixth PM",BOULDER,ST. VRAIN CREEK-OS,OLIGARCHY RESERVOIR COMPANY,Private,N,UNKNOWN; JOHN EMISON: SMITH GEOTECHNICAL,Earth,HEZ,SZ,Irrigation,Irrigation,1889,1988F; 2004S,1040,18,18,18,18,1580,2161,1737,2161,97,0.8,Y,41114,2,U,167,,62910,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Jared Polis (D),D,CO02
